Linea;Arreglo;X;Y;Z;Resistivity
TRE04;DipoloDipolo;1225,17;728,94;51,82;9,46
TRE04;DipoloDipolo;1216,44;732,48;51,33;4,26
TRE04;DipoloDipolo;1024,38;810,5;57,61;5,7
TRE04;DipoloDipolo;1015,65;814,05;58,39;6,27
TRE04;DipoloDipolo;1006,92;817,6;59,11;6,14
TRE04;DipoloDipolo;998,2;821,14;59,87;9,93
TRE04;DipoloDipolo;1308,1;695,25;63,27;5,24
TRE04;DipoloDipolo;989,47;824,69;55,38;32,14
TRE04;DipoloDipolo;989,47;824,69;60,55;18,38
TRE04;DipoloDipolo;1033,11;806,96;56,61;6,84
TRE04;DipoloDipolo;963,28;835,33;59,74;13,96
TRE04;DipoloDipolo;954,55;838,88;59,04;16,7
TRE04;DipoloDipolo;945,82;842,42;58,67;12,64
TRE04;DipoloDipolo;937,09;845,97;58,6;18,7
TRE04;DipoloDipolo;928,36;849,51;59,51;14,7
TRE04;DipoloDipolo;919,63;853,06;61,18;15,7
TRE04;DipoloDipolo;910,9;856,61;61,82;19,74
TRE04;DipoloDipolo;902,17;860,15;62,11;17,13
TRE04;DipoloDipolo;784,32;908,03;65,38;14,3
TRE04;DipoloDipolo;980,74;828,24;60,78;17,4
TRE04;DipoloDipolo;972,01;831,78;60,33;12,93
TRE04;DipoloDipolo;1290,64;702,34;63,88;6,28
TRE04;DipoloDipolo;1041,84;803,41;55,4;6,32
TRE04;DipoloDipolo;1059,3;796,32;53,62;4,78
TRE04;DipoloDipolo;1129,14;767,95;66,5;0,82
TRE04;DipoloDipolo;1198,98;739,58;49,54;6,35
TRE04;DipoloDipolo;1190,25;743,12;50,21;5,1
TRE04;DipoloDipolo;1181,52;746,67;50,77;3,92
TRE04;DipoloDipolo;1172,79;750,21;50,89;14,24
TRE04;DipoloDipolo;1164,06;753,76;50,89;14,14
TRE04;DipoloDipolo;1155,33;757,31;50,88;4,82
TRE04;DipoloDipolo;1146,6;760,85;51,08;5,34
TRE04;DipoloDipolo;1137,87;764,4;51,54;5,14
TRE04;DipoloDipolo;1129,14;767,95;52,03;4,32
TRE04;DipoloDipolo;1120,41;771,49;52,32;4,77
TRE04;DipoloDipolo;1050,57;799,86;54,22;5,17
TRE04;DipoloDipolo;1111,68;775,04;52,53;5,09
TRE04;DipoloDipolo;1094,22;782,13;53,03;5,14
TRE04;DipoloDipolo;1085,49;785,68;53,36;4,48
TRE04;DipoloDipolo;1076,76;789,23;53,59;4,4
TRE04;DipoloDipolo;1068,03;792,77;53,6;4,3
TRE04;DipoloDipolo;871,61;872,57;63,25;18,09
TRE04;DipoloDipolo;1190,25;743,12;58,32;2,38
TRE04;DipoloDipolo;1172,79;750,21;59,01;9,32
TRE04;DipoloDipolo;1360,48;673,97;63,71;6,34
TRE04;DipoloDipolo;1343,02;681,06;63,56;4,47
TRE04;DipoloDipolo;1325,56;688,15;63,22;2,7
TRE04;DipoloDipolo;1207,71;736,03;49,83;4,14
TRE04;DipoloDipolo;1102,95;778,59;52,77;5,2
TRE04;DipoloDipolo;1015,65;814,05;53,39;9,32
TRE04;DipoloDipolo;1273,18;709,43;63,47;6,12
TRE04;DipoloDipolo;766,86;915,12;87,25;5,56
TRE04;DipoloDipolo;1242,63;721,84;64,03;3,75
TRE04;DipoloDipolo;1225,17;728,94;67,84;27,03
TRE04;DipoloDipolo;1216,44;732,48;66,95;11,58
TRE04;DipoloDipolo;1207,71;736,03;64,55;3,74
TRE04;DipoloDipolo;1198,98;739,58;64,0;8,8
TRE04;DipoloDipolo;1190,25;743,12;64,82;14,75
TRE04;DipoloDipolo;1181,52;746,67;65,48;20,36
TRE04;DipoloDipolo;1172,79;750,21;65,52;16,64
TRE04;DipoloDipolo;1233,9;725,39;65,84;12,06
TRE04;DipoloDipolo;1164,06;753,76;65,4;13,41
TRE04;DipoloDipolo;819,24;893,84;82,76;43,87
TRE04;DipoloDipolo;1377,94;666,87;63,14;8,11
TRE04;DipoloDipolo;1395,4;659,78;61,82;6,48
TRE04;DipoloDipolo;963,28;835,33;71,79;6,7
TRE04;DipoloDipolo;954,55;838,88;70,73;34,26
TRE04;DipoloDipolo;945,82;842,42;70,14;28,38
TRE04;DipoloDipolo;937,09;845,97;69,96;68,89
TRE04;DipoloDipolo;928,36;849,51;71,08;25,69
TRE04;DipoloDipolo;910,9;856,61;73,95;42,34
TRE04;DipoloDipolo;1412,85;652,69;61,77;11,97
TRE04;DipoloDipolo;902,17;860,15;74,23;48,3
TRE04;DipoloDipolo;871,61;872,57;75,41;25,5
TRE04;DipoloDipolo;854,16;879,66;78,16;36,6
TRE04;DipoloDipolo;749,4;922,22;87,25;10,94
TRE04;DipoloDipolo;972,01;831,78;72,73;14,93
TRE04;DipoloDipolo;1255,72;716,52;63,09;6,44
TRE04;DipoloDipolo;836,7;886,75;80,66;52,39
TRE04;DipoloDipolo;998,2;821,14;54,76;24,83
TRE04;DipoloDipolo;889,07;865,47;74,3;30,03
TRE04;DipoloDipolo;1155,33;757,31;65,26;7,44
TRE04;DipoloDipolo;1146,6;760,85;65,43;2,29
TRE04;DipoloDipolo;1137,87;764,4;65,94;1,7
TRE04;DipoloDipolo;945,82;842,42;73,19;68,24
TRE04;DipoloDipolo;937,09;845,97;72,97;26,85
TRE04;DipoloDipolo;928,36;849,51;74,15;28,08
TRE04;DipoloDipolo;919,63;853,06;76,42;95,69
TRE04;DipoloDipolo;910,9;856,61;77,21;46,56
TRE04;DipoloDipolo;902,17;860,15;77,5;52,34
TRE04;DipoloDipolo;784,32;908,03;86,87;23,0
TRE04;DipoloDipolo;801,78;900,94;85,34;35,52
TRE04;DipoloDipolo;889,07;865,47;77,53;32,78
TRE04;DipoloDipolo;836,7;886,75;84,4;23,6
TRE04;DipoloDipolo;819,24;893,84;86,73;17,82
TRE04;DipoloDipolo;801,78;900,94;89,74;7,86
TRE04;DipoloDipolo;784,32;908,03;91,47;16,9
TRE04;DipoloDipolo;766,86;915,12;91,78;23,1
TRE04;DipoloDipolo;749,4;922,22;91,64;14,15
TRE04;DipoloDipolo;1102,95;778,59;48,05;5,28
TRE04;DipoloDipolo;854,16;879,66;81,66;15,18
TRE04;DipoloDipolo;963,28;835,33;75,02;109,34
TRE04;DipoloDipolo;972,01;831,78;76,09;18,5
TRE04;DipoloDipolo;954,55;838,88;73,86;58,1
TRE04;DipoloDipolo;871,61;872,57;78,69;15,64
TRE04;DipoloDipolo;910,9;856,61;66,29;21,06
TRE04;DipoloDipolo;998,2;821,14;-10,62;11,05
TRE04;DipoloDipolo;1207,71;736,03;-18,49;6,54
TRE04;DipoloDipolo;928,36;849,51;-8,65;10,37
TRE04;DipoloDipolo;1094,22;782,13;67,41;1,6
TRE04;DipoloDipolo;1085,49;785,68;67,74;1,66
TRE04;DipoloDipolo;1076,76;789,23;67,94;2,07
TRE04;DipoloDipolo;1068,03;792,77;67,83;3,07
TRE04;DipoloDipolo;1059,3;796,32;67,74;3,51
TRE04;DipoloDipolo;1050,57;799,86;68,45;3,17
TRE04;DipoloDipolo;1041,84;803,41;69,97;3,49
TRE04;DipoloDipolo;1033,11;806,96;71,58;5,17
TRE04;DipoloDipolo;1024,38;810,5;72,91;8,88
TRE04;DipoloDipolo;998,2;821,14;68,69;3,97
TRE04;DipoloDipolo;1102,95;778,59;67,16;1,27
TRE04;DipoloDipolo;1015,65;814,05;73,92;14,41
TRE04;DipoloDipolo;989,47;824,69;76,81;34,69
TRE04;DipoloDipolo;980,74;828,24;73,51;4,39
TRE04;DipoloDipolo;1181,52;746,67;58,93;3,83
TRE04;DipoloDipolo;989,47;824,69;73,32;4,68
TRE04;DipoloDipolo;1006,92;817,6;71,52;13,91
TRE04;DipoloDipolo;989,47;824,69;69,47;4,07
TRE04;DipoloDipolo;972,01;831,78;69,01;10,16
TRE04;DipoloDipolo;963,28;835,33;68,19;6,32
TRE04;DipoloDipolo;954,55;838,88;67,25;24,66
TRE04;DipoloDipolo;945,82;842,42;66,73;5,79
TRE04;DipoloDipolo;1006,92;817,6;74,88;17,06
TRE04;DipoloDipolo;998,2;821,14;75,9;18,9
TRE04;DipoloDipolo;1033,11;806,96;64,9;25,57
TRE04;DipoloDipolo;937,09;845,97;66,58;19,81
TRE04;DipoloDipolo;1041,84;803,41;63,49;35,72
TRE04;DipoloDipolo;889,07;865,47;70,71;26,94
TRE04;DipoloDipolo;871,61;872,57;71,78;26,79
TRE04;DipoloDipolo;854,16;879,66;74,3;36,4
TRE04;DipoloDipolo;836,7;886,75;76,57;50,12
TRE04;DipoloDipolo;819,24;893,84;78,45;42,82
TRE04;DipoloDipolo;919,63;853,06;69,6;10,64
TRE04;DipoloDipolo;801,78;900,94;80,65;38,38
TRE04;DipoloDipolo;1006,92;817,6;67,8;4,4
TRE04;DipoloDipolo;1024,38;810,5;66,07;6,28
TRE04;DipoloDipolo;1164,06;753,76;58,95;5,87
TRE04;DipoloDipolo;910,9;856,61;70,32;23,04
TRE04;DipoloDipolo;928,36;849,51;67,64;3,5
TRE04;DipoloDipolo;1155,33;757,31;58,87;3,72
TRE04;DipoloDipolo;1129,14;767,95;60,07;20,96
TRE04;DipoloDipolo;1120,41;771,49;60,36;37,98
TRE04;DipoloDipolo;1111,68;775,04;60,54;24,53
TRE04;DipoloDipolo;1015,65;814,05;66,96;7,05
TRE04;DipoloDipolo;1102,95;778,59;60,77;24,38
TRE04;DipoloDipolo;1085,49;785,68;61,35;26,29
TRE04;DipoloDipolo;1076,76;789,23;61,56;29,84
TRE04;DipoloDipolo;1068,03;792,77;61,51;51,18
TRE04;DipoloDipolo;1059,3;796,32;61,48;51,38
TRE04;DipoloDipolo;1050,57;799,86;62,13;34,29
TRE04;DipoloDipolo;1146,6;760,85;59,06;8,6
TRE04;DipoloDipolo;1137,87;764,4;59,54;7,26
TRE04;DipoloDipolo;902,17;860,15;70,61;30,38
TRE04;DipoloDipolo;980,74;828,24;69,68;3,13
TRE04;DipoloDipolo;1325,56;688,15;59,9;9,56
TRE04;DipoloDipolo;1146,6;760,85;62,42;8,43
TRE04;DipoloDipolo;1377,94;666,87;59,64;10,12
TRE04;DipoloDipolo;1137,87;764,4;62,92;7,71
TRE04;DipoloDipolo;1129,14;767,95;63,46;110,66
TRE04;DipoloDipolo;1120,41;771,49;63,75;91,68
TRE04;DipoloDipolo;1111,68;775,04;63,92;94,11
TRE04;DipoloDipolo;1102,95;778,59;64,14;52,08
TRE04;DipoloDipolo;1155,33;757,31;62,25;7,66
TRE04;DipoloDipolo;1085,49;785,68;64,72;42,8
TRE04;DipoloDipolo;1068,03;792,77;64,85;66,19
TRE04;DipoloDipolo;1059,3;796,32;64,79;67,41
TRE04;DipoloDipolo;749,4;922,22;82,56;11,1
TRE04;DipoloDipolo;1094,22;782,13;64,39;31,0
TRE04;DipoloDipolo;1412,85;652,69;58,29;10,0
TRE04;DipoloDipolo;766,86;915,12;82,43;4,04
TRE04;DipoloDipolo;1033,11;806,96;68,42;37,44
TRE04;DipoloDipolo;1024,38;810,5;69,67;20,57
TRE04;DipoloDipolo;1015,65;814,05;70,62;18,15
TRE04;DipoloDipolo;1181,52;746,67;62,38;4,78
TRE04;DipoloDipolo;1076,76;789,23;64,93;45,59
TRE04;DipoloDipolo;1164,06;753,76;62,36;6,46
TRE04;DipoloDipolo;1050,57;799,86;65,47;45,94
TRE04;DipoloDipolo;1172,79;750,21;62,44;6,78
TRE04;DipoloDipolo;1041,84;803,41;-1,62;23,0
TRE04;DipoloDipolo;1041,84;803,41;66,91;56,63
TRE04;DipoloDipolo;784,32;908,03;81,99;18,92
TRE04;DipoloDipolo;1395,4;659,78;58,4;11,45
TRE04;DipoloDipolo;1360,48;673,97;60,22;9,47
TRE04;DipoloDipolo;1308,1;695,25;60,0;8,24
TRE04;DipoloDipolo;1290,64;702,34;60,61;6,59
TRE04;DipoloDipolo;1273,18;709,43;60,28;4,41
TRE04;DipoloDipolo;1255,72;716,52;59,98;17,69
TRE04;DipoloDipolo;1242,63;721,84;60,89;13,96
TRE04;DipoloDipolo;1233,9;725,39;62,57;12,89
TRE04;DipoloDipolo;1225,17;728,94;64,42;67,48
TRE04;DipoloDipolo;1216,44;732,48;63,63;6,92
TRE04;DipoloDipolo;1207,71;736,03;61,45;2,58
TRE04;DipoloDipolo;1198,98;739,58;60,97;3,99
TRE04;DipoloDipolo;1190,25;743,12;61,75;2,86
TRE04;DipoloDipolo;1111,68;775,04;47,8;5,16
TRE04;DipoloDipolo;998,2;821,14;72,47;13,89
TRE04;DipoloDipolo;1129,14;767,95;47,3;4,86
TRE04;DipoloDipolo;1015,65;814,05;-11,36;12,05
TRE04;DipoloDipolo;1006,92;817,6;-10,99;11,48
TRE04;DipoloDipolo;989,47;824,69;-10,26;9,91
TRE04;DipoloDipolo;980,74;828,24;-9,96;9,2
TRE04;DipoloDipolo;972,01;831,78;-9,76;8,98
TRE04;DipoloDipolo;963,28;835,33;-9,59;9,61
TRE04;DipoloDipolo;1094,22;782,13;61,02;26,23
TRE04;DipoloDipolo;954,55;838,88;-9,47;10,35
TRE04;DipoloDipolo;945,82;842,42;-9,3;10,73
TRE04;DipoloDipolo;1343,02;681,06;60,15;9,96
TRE04;DipoloDipolo;1395,4;659,78;45,8;7,52
TRE04;DipoloDipolo;1111,68;775,04;66,95;0,94
TRE04;DipoloDipolo;937,09;845,97;-9,07;10,68
TRE04;DipoloDipolo;919,63;853,06;-8,07;9,77
TRE04;DipoloDipolo;889,07;865,47;-6,98;2,8
TRE04;DipoloDipolo;1290,64;702,34;-9,96;2,99
TRE04;DipoloDipolo;1273,18;709,43;-9,51;5,87
TRE04;DipoloDipolo;1137,87;764,4;-5,15;14,77
TRE04;DipoloDipolo;1146,6;760,85;-5,5;14,83
TRE04;DipoloDipolo;1155,33;757,31;-5,78;15,06
TRE04;DipoloDipolo;1164,06;753,76;-6,0;14,36
TRE04;DipoloDipolo;1172,79;750,21;-6,23;10,73
TRE04;DipoloDipolo;1181,52;746,67;-6,49;5,6
TRE04;DipoloDipolo;1024,38;810,5;-11,74;13,19
TRE04;DipoloDipolo;1242,63;721,84;-19,6;8,57
TRE04;DipoloDipolo;902,17;860,15;-7,4;5,86
TRE04;DipoloDipolo;1190,25;743,12;-6,87;4,39
TRE04;DipoloDipolo;1225,17;728,94;-7,44;6,77
TRE04;DipoloDipolo;1233,9;725,39;-7,97;7,82
TRE04;DipoloDipolo;1242,63;721,84;-8,5;8,51
TRE04;DipoloDipolo;1255,72;716,52;-9,05;9,25
TRE04;DipoloDipolo;1198,98;739,58;-7,27;4,88
TRE04;DipoloDipolo;1033,11;806,96;-12,18;15,11
TRE04;DipoloDipolo;1041,84;803,41;-12,67;16,35
TRE04;DipoloDipolo;1050,57;799,86;-13,17;19,34
TRE04;DipoloDipolo;1216,44;732,48;-18,48;6,78
TRE04;DipoloDipolo;1225,17;728,94;-18,65;7,55
TRE04;DipoloDipolo;1207,71;736,03;-7,42;5,3
TRE04;DipoloDipolo;1216,44;732,48;-7,31;5,62
TRE04;DipoloDipolo;910,9;856,61;-7,71;7,82
TRE04;DipoloDipolo;1233,9;725,39;-19,12;8,34
TRE04;DipoloDipolo;1164,06;753,76;-17,04;11,27
TRE04;DipoloDipolo;910,9;856,61;-20,01;4,2
TRE04;DipoloDipolo;928,36;849,51;-20,87;10,27
TRE04;DipoloDipolo;937,09;845,97;-21,26;10,58
TRE04;DipoloDipolo;945,82;842,42;-21,51;10,64
TRE04;DipoloDipolo;954,55;838,88;-21,72;10,16
TRE04;DipoloDipolo;963,28;835,33;-21,88;9,49
TRE04;DipoloDipolo;972,01;831,78;-22,09;8,6
TRE04;DipoloDipolo;919,63;853,06;-20,36;9,28
TRE04;DipoloDipolo;1129,14;767,95;-4,79;15,45
TRE04;DipoloDipolo;1198,98;739,58;-18,31;6,06
TRE04;DipoloDipolo;1273,18;709,43;-20,62;3,32
TRE04;DipoloDipolo;1255,72;716,52;-20,13;9,13
TRE04;DipoloDipolo;1181,52;746,67;-17,56;6,46
TRE04;DipoloDipolo;1076,76;789,23;-14,03;19,53
TRE04;DipoloDipolo;1085,49;785,68;-14,32;19,28
TRE04;DipoloDipolo;1094,22;782,13;-14,64;18,95
TRE04;DipoloDipolo;1102,95;778,59;-14,94;18,29
TRE04;DipoloDipolo;1190,25;743,12;-17,92;5,72
TRE04;DipoloDipolo;1111,68;775,04;-15,23;17,28
TRE04;DipoloDipolo;1129,14;767,95;-15,82;14,0
TRE04;DipoloDipolo;1137,87;764,4;-16,18;13,32
TRE04;DipoloDipolo;1146,6;760,85;-16,52;12,22
TRE04;DipoloDipolo;1155,33;757,31;-16,8;12,07
TRE04;DipoloDipolo;1059,3;796,32;-13,55;20,42
TRE04;DipoloDipolo;1068,03;792,77;-13,79;20,12
TRE04;DipoloDipolo;1181,52;746,67;3,52;5,22
TRE04;DipoloDipolo;1172,79;750,21;-17,29;9,04
TRE04;DipoloDipolo;989,47;824,69;11,17;13,58
TRE04;DipoloDipolo;1102,95;778,59;-3,91;19,31
TRE04;DipoloDipolo;1068,03;792,77;7,13;22,94
TRE04;DipoloDipolo;1076,76;789,23;6,93;21,76
TRE04;DipoloDipolo;1085,49;785,68;6,65;21,17
TRE04;DipoloDipolo;1094,22;782,13;6,34;20,72
TRE04;DipoloDipolo;1102,95;778,59;6,04;20,48
TRE04;DipoloDipolo;1111,68;775,04;5,76;19,46
TRE04;DipoloDipolo;1059,3;796,32;7,33;24,19
TRE04;DipoloDipolo;1120,41;771,49;5,48;18,04
TRE04;DipoloDipolo;1137,87;764,4;4,8;16,28
TRE04;DipoloDipolo;1041,84;803,41;8,37;28,35
TRE04;DipoloDipolo;1207,71;736,03;2,58;4,94
TRE04;DipoloDipolo;1146,6;760,85;4,44;16,13
TRE04;DipoloDipolo;1172,79;750,21;3,77;11,15
TRE04;DipoloDipolo;1129,14;767,95;5,18;16,83
TRE04;DipoloDipolo;1190,25;743,12;3,13;3,99
TRE04;DipoloDipolo;1050,57;799,86;7,75;25,22
TRE04;DipoloDipolo;1033,11;806,96;8,97;28,65
TRE04;DipoloDipolo;910,9;856,61;13,56;11,29
TRE04;DipoloDipolo;919,63;853,06;13,15;10,99
TRE04;DipoloDipolo;928,36;849,51;12,4;10,61
TRE04;DipoloDipolo;937,09;845,97;11,9;10,41
TRE04;DipoloDipolo;945,82;842,42;11,72;10,2
TRE04;DipoloDipolo;1155,33;757,31;4,17;15,93
TRE04;DipoloDipolo;1164,06;753,76;3,97;15,2
TRE04;DipoloDipolo;1120,41;771,49;-4,48;16,9
TRE04;DipoloDipolo;954,55;838,88;11,64;10,02
TRE04;DipoloDipolo;1120,41;771,49;-15,52;15,98
TRE04;DipoloDipolo;998,2;821,14;10,78;19,61
TRE04;DipoloDipolo;1006,92;817,6;10,36;24,17
TRE04;DipoloDipolo;1015,65;814,05;9,94;24,96
TRE04;DipoloDipolo;1024,38;810,5;9,49;25,9
TRE04;DipoloDipolo;972,01;831,78;11,58;8,94
TRE04;DipoloDipolo;980,74;828,24;-22,33;8,17
TRE04;DipoloDipolo;1198,98;739,58;2,69;4,55
TRE04;DipoloDipolo;1216,44;732,48;2,81;5,37
TRE04;DipoloDipolo;980,74;828,24;1,26;9,91
TRE04;DipoloDipolo;989,47;824,69;0,97;10,3
TRE04;DipoloDipolo;980,74;828,24;11,46;10,42
TRE04;DipoloDipolo;963,28;835,33;11,65;9,29
TRE04;DipoloDipolo;998,2;821,14;0,6;14,03
TRE04;DipoloDipolo;1024,38;810,5;-0,6;18,72
TRE04;DipoloDipolo;972,01;831,78;1,43;8,96
TRE04;DipoloDipolo;1033,11;806,96;-1,07;20,69
TRE04;DipoloDipolo;1050,57;799,86;-2,17;24,35
TRE04;DipoloDipolo;1059,3;796,32;-2,57;23,64
TRE04;DipoloDipolo;1068,03;792,77;-2,79;22,27
TRE04;DipoloDipolo;1076,76;789,23;-3,01;20,94
TRE04;DipoloDipolo;1085,49;785,68;-3,3;20,26
TRE04;DipoloDipolo;1094,22;782,13;-3,62;19,82
TRE04;DipoloDipolo;1120,41;771,49;66,79;0,75
TRE04;DipoloDipolo;1006,92;817,6;0,2;16,64
TRE04;DipoloDipolo;1015,65;814,05;-0,19;17,18
TRE04;DipoloDipolo;1111,68;775,04;-4,2;18,27
TRE04;DipoloDipolo;889,07;865,47;23,37;11,15
TRE04;DipoloDipolo;1094,22;782,13;43,06;5,52
TRE04;DipoloDipolo;1225,17;728,94;2,74;6,3
TRE04;DipoloDipolo;1233,9;725,39;2,14;7,77
TRE04;DipoloDipolo;1242,63;721,84;1,54;8,4
TRE04;DipoloDipolo;1255,72;716,52;0,97;8,88
TRE04;DipoloDipolo;1273,18;709,43;0,56;6,57
TRE04;DipoloDipolo;1290,64;702,34;0,16;5,2
TRE04;DipoloDipolo;954,55;838,88;1,61;10,23
TRE04;DipoloDipolo;1308,1;695,25;-0,46;4,41
TRE04;DipoloDipolo;889,07;865,47;4,15;7,31
TRE04;DipoloDipolo;902,17;860,15;3,76;9,86
TRE04;DipoloDipolo;1085,49;785,68;-71,25;4,37
TRE04;DipoloDipolo;910,9;856,61;3,45;10,45
TRE04;DipoloDipolo;928,36;849,51;2,41;10,67
TRE04;DipoloDipolo;937,09;845,97;1,94;10,7
TRE04;DipoloDipolo;871,61;872,57;4,84;2,8
TRE04;DipoloDipolo;902,17;860,15;13,86;11,29
TRE04;DipoloDipolo;989,47;824,69;-22,63;8,56
TRE04;DipoloDipolo;1006,92;817,6;-23,32;9,0
TRE04;DipoloDipolo;1137,87;764,4;-73,11;5,37
TRE04;DipoloDipolo;1129,14;767,95;-72,78;5,39
TRE04;DipoloDipolo;1120,41;771,49;-72,47;5,39
TRE04;DipoloDipolo;1111,68;775,04;-72,17;4,8
TRE04;DipoloDipolo;1102,95;778,59;-71,86;4,66
TRE04;DipoloDipolo;1255,72;716,52;32,18;9,91
TRE04;DipoloDipolo;1094,22;782,13;-71,56;4,49
TRE04;DipoloDipolo;1076,76;789,23;-70,94;4,36
TRE04;DipoloDipolo;1015,65;814,05;-86,76;6,79
TRE04;DipoloDipolo;1050,57;799,86;-70,03;4,46
TRE04;DipoloDipolo;1041,84;803,41;-69,67;4,69
TRE04;DipoloDipolo;1033,11;806,96;-69,31;5,14
TRE04;DipoloDipolo;1024,38;810,5;-68,97;5,65
TRE04;DipoloDipolo;1015,65;814,05;-68,65;6,11
TRE04;DipoloDipolo;1006,92;817,6;-68,33;6,58
TRE04;DipoloDipolo;1094,22;782,13;-55,16;5,28
TRE04;DipoloDipolo;1102,95;778,59;-55,47;5,46
TRE04;DipoloDipolo;1111,68;775,04;-55,77;5,84
TRE04;DipoloDipolo;1120,41;771,49;-56,07;6,52
TRE04;DipoloDipolo;1068,03;792,77;-70,65;4,37
TRE04;DipoloDipolo;919,63;853,06;3,06;10,62
TRE04;DipoloDipolo;1129,14;767,95;-56,38;6,9
TRE04;DipoloDipolo;1146,6;760,85;-57,03;6,52
TRE04;DipoloDipolo;1164,06;753,76;-57,61;5,95
TRE04;DipoloDipolo;1172,79;750,21;-57,9;5,62
TRE04;DipoloDipolo;1181,52;746,67;-58,19;6,31
TRE04;DipoloDipolo;980,74;828,24;-67,38;6,88
TRE04;DipoloDipolo;989,47;824,69;-67,69;6,91
TRE04;DipoloDipolo;998,2;821,14;-68,0;6,87
TRE04;DipoloDipolo;1155,33;757,31;-57,33;6,11
TRE04;DipoloDipolo;1164,06;753,76;-74,02;5,2
TRE04;DipoloDipolo;1006,92;817,6;-86,44;6,41
TRE04;DipoloDipolo;1137,87;764,4;-56,71;6,77
TRE04;DipoloDipolo;1155,33;757,31;-73,73;5,27
TRE04;DipoloDipolo;1033,11;806,96;-24,44;10,25
TRE04;DipoloDipolo;1068,03;792,77;-108,6;7,69
TRE04;DipoloDipolo;1085,49;785,68;-109,21;6,75
TRE04;DipoloDipolo;1094,22;782,13;-109,52;6,37
TRE04;DipoloDipolo;1102,95;778,59;-109,83;5,03
TRE04;DipoloDipolo;1041,84;803,41;-129,57;87,56
TRE04;DipoloDipolo;1059,3;796,32;-108,29;7,86
TRE04;DipoloDipolo;1050,57;799,86;-129,89;83,51
TRE04;DipoloDipolo;1068,03;792,77;-130,51;81,84
TRE04;DipoloDipolo;1076,76;789,23;-130,82;78,08
TRE04;DipoloDipolo;1085,49;785,68;-131,12;70,0
TRE04;DipoloDipolo;1094,22;782,13;-131,44;67,36
TRE04;DipoloDipolo;1120,41;771,49;47,59;5,05
TRE04;DipoloDipolo;1377,94;666,87;46,84;12,48
TRE04;DipoloDipolo;1102,95;778,59;-89,94;4,71
TRE04;DipoloDipolo;1111,68;775,04;-90,24;4,65
TRE04;DipoloDipolo;1050,57;799,86;-107,98;8,04
TRE04;DipoloDipolo;1033,11;806,96;-107,33;8,66
TRE04;DipoloDipolo;1024,38;810,5;-87,08;6,9
TRE04;DipoloDipolo;1033,11;806,96;-87,41;6,06
TRE04;DipoloDipolo;1041,84;803,41;-87,75;5,01
TRE04;DipoloDipolo;1050,57;799,86;-88,09;4,54
TRE04;DipoloDipolo;1059,3;796,32;-88,42;4,41
TRE04;DipoloDipolo;1068,03;792,77;-88,71;4,4
TRE04;DipoloDipolo;1041,84;803,41;-107,65;8,32
TRE04;DipoloDipolo;1076,76;789,23;-89,01;4,36
TRE04;DipoloDipolo;1094,22;782,13;-89,63;4,5
TRE04;DipoloDipolo;1059,3;796,32;-130,2;82,29
TRE04;DipoloDipolo;1059,3;796,32;-70,36;4,38
TRE04;DipoloDipolo;1120,41;771,49;-90,55;4,75
TRE04;DipoloDipolo;1225,17;728,94;-31,0;7,9
TRE04;DipoloDipolo;1024,38;810,5;-107,01;8,99
TRE04;DipoloDipolo;1085,49;785,68;-89,32;4,37
TRE04;DipoloDipolo;1076,76;789,23;-54,55;5,16
TRE04;DipoloDipolo;1068,03;792,77;-54,27;5,15
TRE04;DipoloDipolo;1059,3;796,32;-53,98;5,14
TRE04;DipoloDipolo;1172,79;750,21;-29,51;7,34
TRE04;DipoloDipolo;1181,52;746,67;-29,79;6,54
TRE04;DipoloDipolo;1190,25;743,12;-30,14;6,48
TRE04;DipoloDipolo;1198,98;739,58;-30,51;7,11
TRE04;DipoloDipolo;1207,71;736,03;-30,73;8,23
TRE04;DipoloDipolo;1216,44;732,48;-30,8;8,14
TRE04;DipoloDipolo;1076,76;789,23;-108,9;7,2
TRE04;DipoloDipolo;1129,14;767,95;-90,86;5,13
TRE04;DipoloDipolo;937,09;845,97;-34,73;9,09
TRE04;DipoloDipolo;945,82;842,42;-34,99;9,96
TRE04;DipoloDipolo;954,55;838,88;-35,23;9,64
TRE04;DipoloDipolo;963,28;835,33;-35,43;9,32
TRE04;DipoloDipolo;972,01;831,78;-35,67;8,14
TRE04;DipoloDipolo;980,74;828,24;-35,93;7,45
TRE04;DipoloDipolo;1233,9;725,39;-31,42;7,44
TRE04;DipoloDipolo;989,47;824,69;-36,24;8,1
TRE04;DipoloDipolo;1155,33;757,31;-29,0;8,85
TRE04;DipoloDipolo;1137,87;764,4;-28,37;10,93
TRE04;DipoloDipolo;1015,65;814,05;-23,68;9,01
TRE04;DipoloDipolo;1164,06;753,76;-29,25;8,5
TRE04;DipoloDipolo;1024,38;810,5;-24,04;9,65
TRE04;DipoloDipolo;1146,6;760,85;-73,43;5,35
TRE04;DipoloDipolo;1041,84;803,41;-24,89;11,45
TRE04;DipoloDipolo;1050,57;799,86;38,49;10,59
TRE04;DipoloDipolo;1059,3;796,32;-25,7;14,16
TRE04;DipoloDipolo;1068,03;792,77;-25,96;14,5
TRE04;DipoloDipolo;1085,49;785,68;-26,51;14,38
TRE04;DipoloDipolo;1094,22;782,13;-26,83;14,24
TRE04;DipoloDipolo;1102,95;778,59;-27,13;13,78
