Linea;Arreglo;X;Y;Z;Resistivity
TRE01;Gradiente;709,07;1589,51;74,48;29,59
TRE01;Gradiente;799,3;1555,59;72,96;11,18
TRE01;Gradiente;808,33;1552,19;72,18;11,5
TRE01;Gradiente;975,26;1489,44;61,93;19,08
TRE01;Gradiente;961,73;1494,53;64,32;19,56
TRE01;Gradiente;952,7;1497,92;66,58;18,57
TRE01;Gradiente;943,68;1501,31;68,1;18,17
TRE01;Gradiente;934,66;1504,7;68,77;15,82
TRE01;Gradiente;925,63;1508,09;69,32;12,88
TRE01;Gradiente;916,61;1511,49;69,94;9,76
TRE01;Gradiente;718,09;1586,12;74,33;10,2
TRE01;Gradiente;907,59;1514,88;70,55;8,87
TRE01;Gradiente;889,54;1521,66;71,48;9,99
TRE01;Gradiente;871,49;1528,45;71,58;3,92
TRE01;Gradiente;862,47;1531,84;70,41;25,0
TRE01;Gradiente;853,44;1535,23;69,41;12,77
TRE01;Gradiente;844,42;1538,62;69,36;13,73
TRE01;Gradiente;835,4;1542,02;69,67;13,14
TRE01;Gradiente;817,35;1548,8;71,35;11,87
TRE01;Gradiente;898,56;1518,27;71,09;8,96
TRE01;Gradiente;636,88;1616,65;75,62;5,98
TRE01;Gradiente;993,31;1482,65;59,83;17,57
TRE01;Gradiente;627,85;1620,04;76,38;13,72
TRE01;Gradiente;916,61;1511,49;77,43;43,23
TRE01;Gradiente;907,59;1514,88;78,22;43,82
TRE01;Gradiente;898,56;1518,27;78,9;27,56
TRE01;Gradiente;889,54;1521,66;79,37;32,56
TRE01;Gradiente;880,52;1525,06;79,66;2,33
TRE01;Gradiente;871,49;1528,45;79,24;2,82
TRE01;Gradiente;844,42;1538,62;75,98;18,26
TRE01;Gradiente;609,81;1626,82;77,94;15,82
TRE01;Gradiente;862,47;1531,84;77,51;19,89
TRE01;Gradiente;835,4;1542,02;76,3;18,3
TRE01;Gradiente;826,37;1545,41;77,16;15,18
TRE01;Gradiente;817,35;1548,8;78,3;12,42
TRE01;Gradiente;808,33;1552,19;79,3;12,4
TRE01;Gradiente;799,3;1555,59;80,28;11,62
TRE01;Gradiente;700,04;1592,9;59,27;27,73
TRE01;Gradiente;790,28;1558,98;81,11;6,95
TRE01;Gradiente;853,44;1535,23;76,11;14,93
TRE01;Gradiente;975,26;1489,44;67,85;20,84
TRE01;Gradiente;781,26;1562,37;81,56;6,37
TRE01;Gradiente;961,73;1494,53;70,6;23,22
TRE01;Gradiente;952,7;1497,92;73,31;18,03
TRE01;Gradiente;596,27;1631,91;78,72;16,91
TRE01;Gradiente;578,22;1638,69;79,64;11,18
TRE01;Gradiente;533,1;1655,66;79,22;8,28
TRE01;Gradiente;506,03;1665,83;76,8;9,91
TRE01;Gradiente;487,99;1672,62;76,04;16,33
TRE01;Gradiente;943,68;1501,31;75,19;20,84
TRE01;Gradiente;934,66;1504,7;76,0;20,52
TRE01;Gradiente;469,94;1679,4;77,23;4,52
TRE01;Gradiente;1083,55;1448,73;61,12;13,79
TRE01;Gradiente;1065,5;1455,51;60,64;16,3
TRE01;Gradiente;1047,45;1462,3;61,14;19,18
TRE01;Gradiente;1029,41;1469,08;62,25;18,61
TRE01;Gradiente;1011,36;1475,87;63,69;16,99
TRE01;Gradiente;993,31;1482,65;65,53;16,98
TRE01;Gradiente;1119,64;1435,16;61,79;6,16
TRE01;Gradiente;1101,6;1441,95;61,68;8,47
TRE01;Gradiente;618,83;1623,43;77,22;15,23
TRE01;Gradiente;560,18;1645,48;80,08;8,98
TRE01;Gradiente;560,18;1645,48;72,34;10,3
TRE01;Gradiente;1047,45;1462,3;55,75;18,79
TRE01;Gradiente;993,31;1482,65;53,56;16,82
TRE01;Gradiente;975,26;1489,44;55,43;17,37
TRE01;Gradiente;961,73;1494,53;57,5;17,04
TRE01;Gradiente;952,7;1497,92;59,35;15,14
TRE01;Gradiente;943,68;1501,31;60,56;12,75
TRE01;Gradiente;1083,55;1448,73;49,54;14,98
TRE01;Gradiente;1011,36;1475,87;58,14;17,3
TRE01;Gradiente;934,66;1504,7;61,12;10,16
TRE01;Gradiente;907,59;1514,88;62,55;8,57
TRE01;Gradiente;898,56;1518,27;62,97;9,24
TRE01;Gradiente;889,54;1521,66;63,3;9,22
TRE01;Gradiente;880,52;1525,06;63,58;4,91
TRE01;Gradiente;1029,41;1469,08;56,81;17,02
TRE01;Gradiente;862,47;1531,84;62,86;16,28
TRE01;Gradiente;925,63;1508,09;61,58;8,56
TRE01;Gradiente;916,61;1511,49;62,07;8,32
TRE01;Gradiente;1047,45;1462,3;49,77;18,9
TRE01;Gradiente;1011,36;1475,87;52,01;16,45
TRE01;Gradiente;1029,41;1469,08;50,77;16,43
TRE01;Gradiente;1065,5;1455,51;49,27;18,43
TRE01;Gradiente;672,97;1603,08;59,34;19,15
TRE01;Gradiente;736,14;1579,33;58,64;19,26
TRE01;Gradiente;663,95;1606,47;59,53;15,1
TRE01;Gradiente;654,92;1609,86;59,85;10,92
TRE01;Gradiente;645,9;1613,25;60,27;9,01
TRE01;Gradiente;636,88;1616,65;60,74;9,6
TRE01;Gradiente;844,42;1538,62;62,23;11,96
TRE01;Gradiente;627,85;1620,04;61,29;13,34
TRE01;Gradiente;609,81;1626,82;62,37;17,43
TRE01;Gradiente;596,27;1631,91;62,95;17,42
TRE01;Gradiente;578,22;1638,69;63,64;14,02
TRE01;Gradiente;560,18;1645,48;64,14;11,47
TRE01;Gradiente;533,1;1655,66;64,06;10,89
TRE01;Gradiente;506,03;1665,83;62,83;10,84
TRE01;Gradiente;1101,6;1441,95;49,86;8,71
TRE01;Gradiente;618,83;1623,43;61,87;16,44
TRE01;Gradiente;835,4;1542,02;62,53;11,45
TRE01;Gradiente;853,44;1535,23;62,21;12,22
TRE01;Gradiente;808,33;1552,19;64,61;11,22
TRE01;Gradiente;817,35;1548,8;63,94;11,14
TRE01;Gradiente;645,9;1613,25;67,93;6,75
TRE01;Gradiente;636,88;1616,65;68,46;7,82
TRE01;Gradiente;826,37;1545,41;63,16;11,14
TRE01;Gradiente;609,81;1626,82;70,4;17,79
TRE01;Gradiente;596,27;1631,91;71,07;18,37
TRE01;Gradiente;663,95;1606,47;67,12;20,45
TRE01;Gradiente;654,92;1609,86;67,45;10,95
TRE01;Gradiente;578,22;1638,69;71,86;13,09
TRE01;Gradiente;506,03;1665,83;70,11;10,54
TRE01;Gradiente;487,99;1672,62;69,58;9,81
TRE01;Gradiente;1119,64;1435,16;56,1;5,98
TRE01;Gradiente;871,49;1528,45;63,58;8,16
TRE01;Gradiente;1065,5;1455,51;55,25;17,07
TRE01;Gradiente;1101,6;1441,95;56,06;8,53
TRE01;Gradiente;1083,55;1448,73;55,62;13,91
TRE01;Gradiente;533,1;1655,66;71,9;9,62
TRE01;Gradiente;627,85;1620,04;69,11;13,76
TRE01;Gradiente;618,83;1623,43;69,8;16,74
TRE01;Gradiente;681,99;1599,68;66,9;28,31
TRE01;Gradiente;763,21;1569,15;66,58;22,94
TRE01;Gradiente;672,97;1603,08;66,96;26,43
TRE01;Gradiente;799,3;1555,59;65,24;11,34
TRE01;Gradiente;790,28;1558,98;65,76;11,73
TRE01;Gradiente;754,18;1572,55;66,68;23,66
TRE01;Gradiente;736,14;1579,33;66,68;16,82
TRE01;Gradiente;772,23;1565,76;66,37;17,17
TRE01;Gradiente;727,11;1582,72;66,75;14,14
TRE01;Gradiente;718,09;1586,12;66,9;18,64
TRE01;Gradiente;781,26;1562,37;66,11;13,17
TRE01;Gradiente;709,07;1589,51;67,08;31,44
TRE01;Gradiente;700,04;1592,9;67,12;28,55
TRE01;Gradiente;691,02;1596,29;66,98;26,97
TRE01;Gradiente;745,16;1575,94;66,68;21,34
TRE01;Gradiente;790,28;1558,98;48,7;18,73
TRE01;Gradiente;691,02;1596,29;59,24;26,51
TRE02;Gradiente;1404,49;1679,38;-19,37;14,8
TRE02;Gradiente;1398,74;1671,6;-19,3;14,68
TRE02;Gradiente;1318,3;1562,56;-64,83;13,52
TRE02;Gradiente;1415,98;1694,96;-19,5;15,14
TRE02;Gradiente;1220,61;1430,17;-33,48;21,32
TRE02;Gradiente;1226,36;1437,96;-33,35;20,71
TRE02;DipoloDipolo;1324,04;1570,35;23,7;9,26
TRE02;Gradiente;1410,23;1687,17;-19,49;14,93
TRE02;Gradiente;1393,0;1663,81;-19,34;14,55
TRE02;Gradiente;1335,54;1585,93;-64,79;13,77
TRE02;Gradiente;1237,85;1453,53;-33,2;20,35
TRE02;Gradiente;1295,31;1531,41;-64,92;13,35
TRE02;Gradiente;1347,03;1601,5;-64,74;13,96
TRE02;Gradiente;1341,28;1593,72;-64,76;13,88
TRE02;Gradiente;1329,79;1578,14;-64,81;13,66
TRE02;Gradiente;1306,81;1546,99;-64,89;13,42
TRE02;Gradiente;1312,55;1554,78;-64,85;13,47
TRE02;Gradiente;1370,01;1632,66;-48,16;15,32
TRE02;Gradiente;1324,04;1570,35;-64,83;13,58
TRE02;Gradiente;1421,73;1702,75;-19,46;15,55
TRE02;DipoloDipolo;1358,52;1617,08;16,15;8,85
TRE02;Gradiente;1237,85;1453,53;-65,01;19,48
TRE02;Gradiente;1278,08;1508,05;-65,07;13,36
TRE02;Gradiente;1266,58;1492,47;-65,04;13,97
TRE02;Gradiente;1260,84;1484,68;-65,0;14,72
TRE02;Gradiente;1301,06;1539,2;-64,91;13,38
TRE02;Gradiente;1272,33;1500,26;-65,07;13,56
TRE02;Gradiente;1255,09;1476,9;-64,99;15,81
TRE02;Gradiente;1249,34;1469,11;-64,99;17,07
TRE02;Gradiente;1243,6;1461,32;-64,99;18,38
TRE02;Gradiente;1387,25;1656,02;-48,06;17,25
TRE02;Gradiente;1381,5;1648,23;-48,11;16,71
TRE02;Gradiente;1352,77;1609,29;-64,71;14,1
TRE02;Gradiente;1358,52;1617,08;-64,68;14,38
TRE02;Gradiente;1364,27;1624,87;-64,66;14,78
TRE02;Gradiente;1370,01;1632,66;-64,64;15,44
TRE02;Gradiente;1381,5;1648,23;-19,52;14,41
TRE02;DipoloDipolo;1318,3;1562,56;16,14;9,94
TRE02;DipoloDipolo;1324,04;1570,35;16,0;9,85
TRE02;DipoloDipolo;1329,79;1578,14;16,01;9,32
TRE02;DipoloDipolo;1335,54;1585,93;16,01;9,19
TRE02;DipoloDipolo;1341,28;1593,72;16,03;8,83
TRE02;DipoloDipolo;1347,03;1601,5;16,06;8,75
TRE02;Gradiente;1289,57;1523,62;-64,96;13,31
TRE02;DipoloDipolo;1352,77;1609,29;16,09;8,76
TRE02;Gradiente;1381,5;1648,23;-64,59;18,95
TRE02;Gradiente;1335,54;1585,93;-48,31;13,74
TRE02;DipoloDipolo;1430,35;1714,43;16,27;10,24
TRE02;DipoloDipolo;1375,76;1640,44;16,16;9,49
TRE02;DipoloDipolo;1381,5;1648,23;16,21;9,48
TRE02;DipoloDipolo;1387,25;1656,02;16,36;9,44
TRE02;DipoloDipolo;1393,0;1663,81;16,54;9,35
TRE02;DipoloDipolo;1398,74;1671,6;16,59;9,34
TRE02;DipoloDipolo;1404,49;1679,38;16,42;9,41
TRE02;DipoloDipolo;1410,23;1687,17;16,14;9,48
TRE02;DipoloDipolo;1415,98;1694,96;16,1;9,57
TRE02;DipoloDipolo;1370,01;1632,66;16,16;9,26
TRE02;DipoloDipolo;1421,73;1702,75;16,15;9,66
TRE02;Gradiente;1375,76;1640,44;-64,62;16,63
TRE02;Gradiente;1375,76;1640,44;-48,14;16,19
TRE02;Gradiente;1232,11;1445,74;-33,24;20,47
TRE02;Gradiente;1364,27;1624,87;-48,18;14,68
TRE02;Gradiente;1352,77;1609,29;-48,23;14,07
TRE02;Gradiente;1364,27;1624,87;-33,2;14,4
TRE02;Gradiente;1352,77;1609,29;-33,26;13,85
TRE02;Gradiente;1283,82;1515,84;-65,03;13,3
TRE02;Gradiente;1358,52;1617,08;-33,22;14,08
TRE02;Gradiente;1341,28;1593,72;-33,31;13,67
TRE02;DipoloDipolo;1364,27;1624,87;16,14;8,94
TRE02;Gradiente;1335,54;1585,93;-33,33;13,58
TRE02;Gradiente;1341,28;1593,72;-48,29;13,86
TRE02;Gradiente;1266,58;1492,47;-33,53;13,92
TRE02;Gradiente;1318,3;1562,56;-33,34;13,35
TRE02;Gradiente;1312,55;1554,78;-33,35;13,27
TRE02;Gradiente;1370,01;1632,66;-33,18;14,71
TRE02;Gradiente;1306,81;1546,99;-33,42;13,22
TRE02;Gradiente;1295,31;1531,41;-33,42;13,14
TRE02;Gradiente;1289,57;1523,62;-33,48;13,12
TRE02;Gradiente;1283,82;1515,84;-33,59;13,12
TRE02;Gradiente;1278,08;1508,05;-33,66;13,2
TRE02;Gradiente;1324,04;1570,35;-33,37;13,44
TRE02;Gradiente;1272,33;1500,26;-33,64;13,44
TRE02;Gradiente;1329,79;1578,14;-33,35;13,54
TRE02;Gradiente;1255,09;1476,9;-33,33;16,22
TRE02;Gradiente;1249,34;1469,11;-33,28;17,93
TRE02;Gradiente;1243,6;1461,32;-33,23;19,42
TRE02;Gradiente;1301,06;1539,2;-33,43;13,18
TRE02;Gradiente;1375,76;1640,44;-33,17;15,09
TRE02;Gradiente;1381,5;1648,23;-33,14;15,33
TRE02;Gradiente;1387,25;1656,02;-33,07;15,64
TRE02;Gradiente;1347,03;1601,5;-48,26;13,94
TRE02;Gradiente;1260,84;1484,68;-33,4;14,8
TRE02;Gradiente;1381,5;1648,23;4,11;11,89
TRE02;Gradiente;1318,3;1562,56;23,61;11,38
TRE02;Gradiente;1318,3;1562,56;-48,34;13,45
TRE02;Gradiente;1312,55;1554,78;-48,36;13,38
TRE02;Gradiente;1306,81;1546,99;-48,41;13,32
TRE02;Gradiente;1301,06;1539,2;-48,43;13,27
TRE02;Gradiente;1295,31;1531,41;-48,43;13,25
TRE02;Gradiente;1289,57;1523,62;-48,47;13,23
TRE02;Gradiente;1283,82;1515,84;-48,56;13,25
TRE02;Gradiente;1278,08;1508,05;-48,61;13,33
TRE02;Gradiente;1272,33;1500,26;-48,6;13,54
TRE02;Gradiente;1266,58;1492,47;-48,54;13,97
TRE02;Gradiente;1260,84;1484,68;-48,47;14,74
TRE02;Gradiente;1255,09;1476,9;-48,44;15,98
TRE02;Gradiente;1249,34;1469,11;-48,43;17,46
TRE02;Gradiente;1243,6;1461,32;-48,41;19,0
TRE02;Gradiente;1237,85;1453,53;-48,42;20,64
TRE02;Gradiente;1232,11;1445,74;-48,46;20,88
TRE02;Gradiente;1398,74;1671,6;-32,95;15,86
TRE02;Gradiente;1393,0;1663,81;-32,99;15,72
TRE02;Gradiente;1358,52;1617,08;-48,2;14,34
TRE02;Gradiente;1375,76;1640,44;-19,55;14,29
TRE02;Gradiente;1312,55;1554,78;32,13;13,54
TRE02;Gradiente;1364,27;1624,87;-19,59;13,7
TRE02;Gradiente;1301,06;1539,2;23,46;11,75
TRE02;Gradiente;1295,31;1531,41;23,55;10,94
TRE02;Gradiente;1421,73;1702,75;23,55;9,34
TRE02;Gradiente;1415,98;1694,96;23,49;9,24
TRE02;Gradiente;1347,03;1601,5;-33,28;13,76
TRE02;Gradiente;1410,23;1687,17;23,54;9,2
TRE02;Gradiente;1404,49;1679,38;23,88;9,18
TRE02;Gradiente;1398,74;1671,6;24,08;9,2
TRE02;Gradiente;1393,0;1663,81;24,02;9,21
TRE02;Gradiente;1387,25;1656,02;23,82;9,19
TRE02;Gradiente;1381,5;1648,23;23,64;8,99
TRE02;Gradiente;1375,76;1640,44;23,6;8,62
TRE02;Gradiente;1441,84;1730,01;23,8;9,27
TRE02;Gradiente;1370,01;1632,66;23,6;8,23
TRE02;Gradiente;1430,35;1714,43;23,69;9,45
TRE02;Gradiente;1352,77;1609,29;23,53;7,77
TRE02;Gradiente;1347,03;1601,5;23,49;7,82
TRE02;Gradiente;1341,28;1593,72;23,47;7,86
TRE02;Gradiente;1335,54;1585,93;23,44;7,87
TRE02;Gradiente;1329,79;1578,14;23,45;7,83
TRE02;Gradiente;1324,04;1570,35;23,45;9,07
TRE02;Gradiente;1312,55;1554,78;23,62;12,87
TRE02;Gradiente;1306,81;1546,99;23,46;12,58
TRE02;Gradiente;1358,52;1617,08;23,59;7,81
TRE02;Gradiente;1329,79;1578,14;-48,33;13,61
TRE02;Gradiente;1289,57;1523,62;23,42;10,35
TRE02;Gradiente;1189,01;1387,33;15,76;10,11
TRE02;Gradiente;1278,08;1508,05;22,94;9,68
TRE02;Gradiente;1272,33;1500,26;23,06;9,61
TRE02;Gradiente;1453,33;1745,58;23,72;8,41
TRE02;Gradiente;1266,58;1492,47;23,49;9,96
TRE02;Gradiente;1464,82;1761,16;23,78;7,66
TRE02;Gradiente;1166,03;1356,18;15,73;10,09
TRE02;Gradiente;1347,03;1601,5;14,19;9,59
TRE02;Gradiente;1341,28;1593,72;14,17;9,64
TRE02;Gradiente;1335,54;1585,93;14,14;9,7
TRE02;Gradiente;1329,79;1578,14;14,14;9,89
TRE02;Gradiente;1324,04;1570,35;14,14;10,64
TRE02;Gradiente;1318,3;1562,56;14,26;11,87
TRE02;Gradiente;1312,55;1554,78;14,27;12,61
TRE02;Gradiente;1306,81;1546,99;14,13;12,43
TRE02;Gradiente;1301,06;1539,2;14,13;12,16
TRE02;Gradiente;1295,31;1531,41;14,2;11,7
TRE02;Gradiente;1289,57;1523,62;14,09;11,24
TRE02;Gradiente;1283,82;1515,84;13,82;10,89
TRE02;Gradiente;1278,08;1508,05;13,69;10,8
TRE02;Gradiente;1272,33;1500,26;13,78;10,8
TRE02;Gradiente;1266,58;1492,47;14,13;11,31
TRE02;Gradiente;1324,04;1570,35;-48,35;13,54
TRE02;Gradiente;1283,82;1515,84;23,1;9,88
TRE02;Gradiente;1249,34;1469,11;15,08;18,23
TRE02;Gradiente;1243,6;1461,32;15,42;18,81
TRE02;Gradiente;1237,85;1453,53;15,73;18,98
TRE02;Gradiente;1232,11;1445,74;15,95;18,35
TRE02;Gradiente;1226,36;1437,96;15,98;16,88
TRE02;Gradiente;1220,61;1430,17;15,83;15,14
TRE02;Gradiente;1214,87;1422,38;15,72;13,48
TRE02;Gradiente;1209,12;1414,59;15,69;12,15
TRE02;Gradiente;1203,38;1406,8;15,74;11,17
TRE02;Gradiente;1197,63;1399,02;15,76;10,57
TRE02;Gradiente;1260,84;1484,68;14,57;12,95
TRE02;Gradiente;1177,52;1371,76;15,8;10,13
TRE02;Gradiente;1476,31;1776,73;23,89;6,96
TRE02;Gradiente;1260,84;1484,68;24,04;11,65
TRE02;Gradiente;1255,09;1476,9;24,39;15,11
TRE02;Gradiente;1249,34;1469,11;24,7;17,88
TRE02;Gradiente;1335,54;1585,93;31,9;6,56
TRE02;Gradiente;1329,79;1578,14;31,91;5,94
TRE02;Gradiente;1324,04;1570,35;31,91;7,72
TRE02;Gradiente;1318,3;1562,56;32,11;10,81
TRE02;DipoloDipolo;1312,55;1554,78;16,15;9,94
TRE02;Gradiente;1255,09;1476,9;14,84;15,8
TRE02;Gradiente;1306,81;1546,99;31,94;13,3
TRE02;Gradiente;1272,33;1500,26;-7,67;12,65
TRE02;Gradiente;1295,31;1531,41;32,06;9,61
TRE02;Gradiente;1232,11;1445,74;35,31;10,44
TRE02;Gradiente;1283,82;1515,84;31,53;8,85
TRE02;Gradiente;1278,08;1508,05;31,35;8,57
TRE02;Gradiente;1272,33;1500,26;31,49;8,44
TRE02;Gradiente;1266,58;1492,47;32,01;8,38
TRE02;Gradiente;1260,84;1484,68;32,69;9,98
TRE02;Gradiente;1255,09;1476,9;33,13;13,78
TRE02;Gradiente;1249,34;1469,11;33,52;16,26
TRE02;Gradiente;1243,6;1461,32;34,12;17,27
TRE02;Gradiente;1358,52;1617,08;-19,6;13,46
TRE02;Gradiente;1237,85;1453,53;34,73;14,08
TRE02;Gradiente;1341,28;1593,72;31,92;6,63
TRE02;Gradiente;1220,61;1430,17;35,73;7,61
TRE02;Gradiente;1214,87;1422,38;35,66;7,21
TRE02;Gradiente;1209,12;1414,59;35,64;7,17
TRE02;Gradiente;1203,38;1406,8;35,65;7,18
TRE02;Gradiente;1197,63;1399,02;35,65;7,22
TRE02;Gradiente;1189,01;1387,33;35,61;7,09
TRE02;Gradiente;1177,52;1371,76;35,49;7,46
TRE02;Gradiente;1166,03;1356,18;35,18;8,03
TRE02;Gradiente;1226,36;1437,96;35,68;8,54
TRE02;Gradiente;1154,53;1340,6;34,82;8,83
TRE02;Gradiente;1347,03;1601,5;31,94;6,57
TRE02;Gradiente;1421,73;1702,75;31,95;8,06
TRE02;Gradiente;1189,01;1387,33;25,99;8,02
TRE02;Gradiente;1243,6;1461,32;25,16;18,09
TRE02;Gradiente;1237,85;1453,53;25,61;17,59
TRE02;Gradiente;1232,11;1445,74;25,98;15,29
TRE02;Gradiente;1226,36;1437,96;26,15;12,86
TRE02;Gradiente;1220,61;1430,17;26,07;11,12
TRE02;Gradiente;1214,87;1422,38;25,97;9,79
TRE02;Gradiente;1209,12;1414,59;25,95;8,92
TRE02;Gradiente;1203,38;1406,8;25,98;8,4
TRE02;Gradiente;1358,52;1617,08;32,06;6,79
TRE02;Gradiente;1197,63;1399,02;26,0;8,16
TRE02;Gradiente;1352,77;1609,29;31,99;6,58
TRE02;Gradiente;1166,03;1356,18;25,8;8,86
TRE02;Gradiente;1154,53;1340,6;25,56;8,87
TRE02;Gradiente;1487,81;1792,31;32,39;6,4
TRE02;Gradiente;1352,77;1609,29;14,23;9,49
TRE02;Gradiente;1476,31;1776,73;32,31;6,55
TRE02;Gradiente;1453,33;1745,58;32,13;7,37
TRE02;Gradiente;1441,84;1730,01;32,24;8,16
TRE02;Gradiente;1430,35;1714,43;32,11;8,25
TRE02;Gradiente;1177,52;1371,76;25,96;8,54
TRE02;Gradiente;1352,77;1609,29;-19,64;13,37
TRE02;Gradiente;1415,98;1694,96;31,89;7,84
TRE02;Gradiente;1404,49;1679,38;32,36;7,74
TRE02;Gradiente;1393,0;1663,81;32,54;7,92
TRE02;Gradiente;1387,25;1656,02;32,3;7,96
TRE02;Gradiente;1381,5;1648,23;32,1;7,75
TRE02;Gradiente;1375,76;1640,44;32,05;7,29
TRE02;Gradiente;1370,01;1632,66;32,05;6,97
TRE02;Gradiente;1364,27;1624,87;32,04;6,83
TRE02;Gradiente;1464,82;1761,16;32,19;6,89
TRE02;Gradiente;1370,01;1632,66;-19,57;14,0
TRE02;Gradiente;1358,52;1617,08;14,28;9,47
TRE02;Gradiente;1352,77;1609,29;-7,26;12,49
TRE02;Gradiente;1370,01;1632,66;14,3;9,85
TRE02;Gradiente;1398,74;1671,6;-6,88;13,46
TRE02;Gradiente;1393,0;1663,81;-6,92;13,38
TRE02;Gradiente;1387,25;1656,02;-7,04;13,34
TRE02;Gradiente;1381,5;1648,23;-7,14;13,28
TRE02;Gradiente;1375,76;1640,44;-7,18;13,09
TRE02;Gradiente;1370,01;1632,66;-7,19;12,83
TRE02;Gradiente;1364,27;1624,87;-7,21;12,62
TRE02;Gradiente;1358,52;1617,08;-7,21;12,52
TRE02;Gradiente;1364,27;1624,87;23,58;7,95
TRE02;Gradiente;1404,49;1679,38;-6,97;13,57
TRE02;Gradiente;1410,23;1687,17;31,96;7,75
TRE02;Gradiente;1347,03;1601,5;-7,29;12,46
TRE02;Gradiente;1335,54;1585,93;-7,34;12,47
TRE02;Gradiente;1278,08;1508,05;-7,72;12,5
TRE02;Gradiente;1329,79;1578,14;-7,35;12,54
TRE02;Gradiente;1324,04;1570,35;-7,36;12,66
TRE02;Gradiente;1318,3;1562,56;-7,29;12,82
TRE02;Gradiente;1312,55;1554,78;-7,29;12,91
TRE02;Gradiente;1306,81;1546,99;-7,39;12,86
TRE02;Gradiente;1301,06;1539,2;-7,4;12,83
TRE02;Gradiente;1295,31;1531,41;-7,36;12,71
TRE02;Gradiente;1289,57;1523,62;-7,44;12,56
TRE02;Gradiente;1341,28;1593,72;-7,31;12,45
TRE02;Gradiente;1283,82;1515,84;-7,62;12,5
TRE02;Gradiente;1266,58;1492,47;-7,46;13,23
TRE02;Gradiente;1260,84;1484,68;-7,2;14,48
TRE02;Gradiente;1255,09;1476,9;-7,05;16,33
TRE02;Gradiente;1249,34;1469,11;-6,93;18,2
TRE02;Gradiente;1243,6;1461,32;-6,77;19,41
TRE02;Gradiente;1410,23;1687,17;-7,14;13,69
TRE02;Gradiente;1237,85;1453,53;-6,64;19,68
TRE02;Gradiente;1415,98;1694,96;-7,15;13,82
TRE02;Gradiente;1430,35;1714,43;-7,02;14,18
TRE02;Gradiente;1398,74;1671,6;32,61;7,86
TRE02;Gradiente;1301,06;1539,2;31,95;10,83
TRE02;Gradiente;1347,03;1601,5;-19,67;13,32
TRE02;Gradiente;1453,33;1745,58;4,26;12,51
TRE02;Gradiente;1283,82;1515,84;-19,99;12,92
TRE02;Gradiente;1335,54;1585,93;-19,72;13,25
TRE02;Gradiente;1329,79;1578,14;-19,73;13,21
TRE02;Gradiente;1324,04;1570,35;-19,74;13,18
TRE02;Gradiente;1318,3;1562,56;-19,7;13,16
TRE02;Gradiente;1312,55;1554,78;-19,7;13,14
TRE02;Gradiente;1306,81;1546,99;-19,78;13,1
TRE02;Gradiente;1301,06;1539,2;-19,8;13,06
TRE02;Gradiente;1295,31;1531,41;-19,78;13,01
TRE02;Gradiente;1464,82;1761,16;14,52;9,12
TRE02;Gradiente;1289,57;1523,62;-19,84;12,94
TRE02;Gradiente;1220,61;1430,17;-19,62;20,5
TRE02;Gradiente;1272,33;1500,26;-20,03;13,17
TRE02;Gradiente;1266,58;1492,47;-19,88;13,72
TRE02;Gradiente;1260,84;1484,68;-19,69;14,77
TRE02;Gradiente;1255,09;1476,9;-19,58;16,34
TRE02;Gradiente;1249,34;1469,11;-19,51;18,1
TRE02;Gradiente;1243,6;1461,32;-19,41;19,47
TRE02;Gradiente;1237,85;1453,53;-19,34;20,03
TRE02;Gradiente;1232,11;1445,74;-19,35;20,16
TRE02;Gradiente;1278,08;1508,05;-20,07;12,96
TRE02;Gradiente;1226,36;1437,96;-19,47;20,39
TRE02;Gradiente;1214,87;1422,38;-19,7;20,19
TRE02;Gradiente;1189,01;1387,33;4,82;12,39
TRE02;Gradiente;1249,34;1469,11;4,57;18,26
TRE02;Gradiente;1441,84;1730,01;-6,94;14,93
TRE02;Gradiente;1421,73;1702,75;-7,11;14,0
TRE02;Gradiente;1232,11;1445,74;-6,61;19,93
TRE02;Gradiente;1226,36;1437,96;-6,71;19,99
TRE02;Gradiente;1220,61;1430,17;-6,88;19,6
TRE02;Gradiente;1272,33;1500,26;3,57;11,84
TRE02;Gradiente;1266,58;1492,47;3,84;12,4
TRE02;Gradiente;1260,84;1484,68;4,19;13,86
TRE02;Gradiente;1203,38;1406,8;-19,71;18,86
TRE02;Gradiente;1255,09;1476,9;4,39;16,14
TRE02;Gradiente;1209,12;1414,59;-19,72;19,68
TRE02;Gradiente;1237,85;1453,53;5,01;19,37
TRE02;Gradiente;1232,11;1445,74;5,12;19,47
TRE02;Gradiente;1226,36;1437,96;5,06;18,97
TRE02;Gradiente;1220,61;1430,17;4,89;17,84
TRE02;Gradiente;1214,87;1422,38;4,78;16,54
TRE02;Gradiente;1209,12;1414,59;4,76;15,22
TRE02;Gradiente;1203,38;1406,8;4,79;14,11
TRE02;Gradiente;1197,63;1399,02;4,81;13,19
TRE02;Gradiente;1243,6;1461,32;4,8;19,23
TRE02;Gradiente;1341,28;1593,72;-19,69;13,27
TRE02;Gradiente;1177,52;1371,76;4,88;11,93
TRE02;Gradiente;1289,57;1523,62;31,91;9,2
TRE02;Gradiente;1375,76;1640,44;14,3;10,17
TRE02;Gradiente;1430,35;1714,43;14,42;10,84
TRE02;Gradiente;1421,73;1702,75;14,3;10,79
TRE02;Gradiente;1415,98;1694,96;14,24;10,75
