nuevo_X,nuevo_Y,Z,Unidad
1115536.77,1244598.34,884,OSs
1115636.77,1244598.34,841,OSs
1115736.77,1244598.34,815,OSs
1115836.77,1244598.34,790,OSs
1115936.77,1244598.34,744,OSs
1116036.77,1244598.34,710,OSs
1116136.77,1244598.34,725,OSs
1116236.77,1244598.34,762,OSs
1116336.77,1244598.34,763,OSs
1116436.77,1244598.34,754,OSs
1116536.77,1244598.34,761,OSs
1116636.77,1244598.34,779,OSs
1116736.77,1244598.34,781,OSs
1116836.77,1244598.34,741,OSs
1116936.77,1244598.34,713,OSs
1117036.77,1244598.34,667,OSs
1117136.77,1244598.34,621,OSs
1117236.77,1244598.34,549,OSs
1098236.77,1244498.34,338.4,J1-2j
1098336.77,1244498.34,348,J1-2j
1098436.77,1244498.34,352,J1-2j
1098536.77,1244498.34,416,K1ls_mi
1098636.77,1244498.34,492,K1ls_mm
1098736.77,1244498.34,557,K1ls_ms
1098836.77,1244498.34,620,K1ls_ms
1098936.77,1244498.34,639,K1ls_ms
1099036.77,1244498.34,641,K1ls_ms
1099136.77,1244498.34,628,K1ls_ms
1099236.77,1244498.34,640,K1ls_ms
1099336.77,1244498.34,676,K1ls_ms
1099436.77,1244498.34,720,K1r
1099536.77,1244498.34,788,K1r
1099636.77,1244498.34,850,K1r
1099736.77,1244498.34,881,K1r
1099836.77,1244498.34,882,K1r
1099936.77,1244498.34,897,K1r
1100036.77,1244498.34,895,K1r
1100136.77,1244498.34,911,K1r
1100236.77,1244498.34,927,K1r
1100336.77,1244498.34,928,K1r
1100436.77,1244498.34,877,K1r
1100536.77,1244498.34,822,K1r
1100636.77,1244498.34,823,K1r
1100736.77,1244498.34,862,K1r
1100836.77,1244498.34,955,K1r
1100936.77,1244498.34,983,K1r
1101036.77,1244498.34,1059,K1r
1101136.77,1244498.34,1096,K1r
1101236.77,1244498.34,1117,K1r
1101336.77,1244498.34,1123,K1r
1101436.77,1244498.34,1130,K1r
1101536.77,1244498.34,1127.01,K1r
1101636.77,1244498.34,1136,K1r
1101736.77,1244498.34,1140,K1r
1101836.77,1244498.34,1150,K1r
1101936.77,1244498.34,1150,K1r
1102036.77,1244498.34,1144,K1r
1102136.77,1244498.34,1143,K1r
1102236.77,1244498.34,1139.01,K1r
1102336.77,1244498.34,1144.01,K1r
1102436.77,1244498.34,1152,K1r
1102536.77,1244498.34,1158,K1r
1102636.77,1244498.34,1176,K1r
1102736.77,1244498.34,1199,K1r
1102836.77,1244498.34,1217,K1r
1102936.77,1244498.34,1201,K1r
1103036.77,1244498.34,1171,K1r
1103136.77,1244498.34,1157,K1r
1103236.77,1244498.34,1154,K1r
1103336.77,1244498.34,1152,K1r
1103436.77,1244498.34,1150.15,K1r
1103536.77,1244498.34,1149.03,K1r
1103636.77,1244498.34,1149.02,K1r
1103736.77,1244498.34,1148,K1r
1103836.77,1244498.34,1146,K1r
1103936.77,1244498.34,1144,K1r
1104036.77,1244498.34,1143.02,K1r
1104136.77,1244498.34,1143.01,K1r
1104236.77,1244498.34,1147,K1ls_ms
1104336.77,1244498.34,1157,K1ls_ms
1104436.77,1244498.34,1164,K1ls_ms
1104536.77,1244498.34,1173,K1ls_ms
1104636.77,1244498.34,1184,K1ls_ms
1104736.77,1244498.34,1201,K1ls_ms
1104836.77,1244498.34,1208,K1ls_ms
1104936.77,1244498.34,1225,K1ls_ms
1105036.77,1244498.34,1238,K1ls_ms
1105136.77,1244498.34,1254,K1ls_ms
1105236.77,1244498.34,1277,K1ls_ms
1105336.77,1244498.34,1306,K1ls_ms
1105436.77,1244498.34,1348,K1ls_ms
1105536.77,1244498.34,1382,K1ls_ms
1105636.77,1244498.34,1420,K1ls_ms
1105736.77,1244498.34,1448,K1ls_ms
1105836.77,1244498.34,1480,K1ls_ms
1105936.77,1244498.34,1502,K1ls_ms
1106036.77,1244498.34,1529,K1ls_ms
1106136.77,1244498.34,1550,K1ls_ms
1106236.77,1244498.34,1552,K1ls_ms
1106336.77,1244498.34,1549,K1ls_ms
1106436.77,1244498.34,1548,K1ls_ms
1106536.77,1244498.34,1550,K1ls_ms
1106636.77,1244498.34,1555,K1ls_ms
1106736.77,1244498.34,1567,K1ls_ms
1106836.77,1244498.34,1573,K1ls_ms
1106936.77,1244498.34,1600,K1ls_ms
1107036.77,1244498.34,1625,K1ls_ms
1107136.77,1244498.34,1640,K1ls_ms
1107236.77,1244498.34,1642,K1ls_ms
1107336.77,1244498.34,1645,K1ls_ms
1107436.77,1244498.34,1655,K1ls_ms
1107536.77,1244498.34,1668,K1ls_ms
1107636.77,1244498.34,1682,K1ls_ms
1107736.77,1244498.34,1685,K1ls_ms
1107836.77,1244498.34,1683,K1ls_ms
1107936.77,1244498.34,1675,K1ls_ms
1108036.77,1244498.34,1689,K1ls_ms
1108136.77,1244498.34,1699,K1ls_ms
1108236.77,1244498.34,1684,K1ls_ms
1108336.77,1244498.34,1674,K1ls_ms
1108436.77,1244498.34,1657,K1ls_ms
1108536.77,1244498.34,1630,K1ls_ms
1108636.77,1244498.34,1619,K1ls_ms
1108736.77,1244498.34,1644,K1ls_ms
1108836.77,1244498.34,1670,K1ls_ms
1108936.77,1244498.34,1665,K1ls_ms
1109036.77,1244498.34,1670,K1ls_ms
1109136.77,1244498.34,1665,K1ls_ms
1109236.77,1244498.34,1670,K1ls_ms
1109336.77,1244498.34,1677,K1ls_ms
1109436.77,1244498.34,1686,K1ls_ms
1109536.77,1244498.34,1693,K1ls_ms
1109636.77,1244498.34,1690,K1ls_ms
1109736.77,1244498.34,1692,K1ls_ms
1109836.77,1244498.34,1694,K1ls_ms
1109936.77,1244498.34,1696,K1ls_ms
1110036.77,1244498.34,1694,K1ls_ms
1110136.77,1244498.34,1696,K1ls_ms
1110236.77,1244498.34,1701,K1ls_ms
1110336.77,1244498.34,1697,K1ls_ms
1110436.77,1244498.34,1679,K1ls_ms
1110536.77,1244498.34,1652,K1ls_ms
1110636.77,1244498.34,1643,K1ls_ms
1110736.77,1244498.34,1639,K1ls_ms
1110836.77,1244498.34,1630.07,K1ls_ms
1110936.77,1244498.34,1632,K1ls_ms
1111036.77,1244498.34,1634,K1ls_ms
1111136.77,1244498.34,1635,K1ls_ms
1111236.77,1244498.34,1643,K1ls_ms
1111336.77,1244498.34,1649,K1ls_ms
1111436.77,1244498.34,1651,K1ls_ms
1111536.77,1244498.34,1655,K1ls_ms
1111636.77,1244498.34,1665,K1ls_ms
1111736.77,1244498.34,1663,K1ls_ms
1111836.77,1244498.34,1660,K1ls_ms
1111936.77,1244498.34,1674,K1ls_ms
1112036.77,1244498.34,1668,K1ls_ms
1112136.77,1244498.34,1675,K1ls_ms
1112236.77,1244498.34,1671,K1ls_ms
1112336.77,1244498.34,1681,K1ls_ms
1112436.77,1244498.34,1686,K1ls_ms
1112536.77,1244498.34,1692,K1ls_ms
1112636.77,1244498.34,1700,K1ls_ms
1112736.77,1244498.34,1705,K1ls_ms
1112836.77,1244498.34,1711,K1ls_ms
1112936.77,1244498.34,1719,K1ls_ms
1113036.77,1244498.34,1720,K1ls_ms
1113136.77,1244498.34,1721,K1ls_ms
1113236.77,1244498.34,1733,K1ls_ms
1113336.77,1244498.34,1739,K1ls_ms
1113436.77,1244498.34,1747,K1ls_ms
1113536.77,1244498.34,1752,K1ls_ms
1113636.77,1244498.34,1756,K1ls_ms
1113736.77,1244498.34,1721,K1ls_ms
1113836.77,1244498.34,1638,K1ls_mi
1113936.77,1244498.34,1513,J1-2j
1114036.77,1244498.34,1453,J1-2j
1114136.77,1244498.34,1426,J1-2j
1114236.77,1244498.34,1406,OSs
1114336.77,1244498.34,1374,OSs
1114436.77,1244498.34,1342,OSs
1114536.77,1244498.34,1315,OSs
1114636.77,1244498.34,1282,OSs
1114736.77,1244498.34,1237,OSs
1114836.77,1244498.34,1207,OSs
1114936.77,1244498.34,1167,OSs
1115036.77,1244498.34,1130,OSs
1115136.77,1244498.34,1106,OSs
1115236.77,1244498.34,1056,OSs
1115336.77,1244498.34,999,OSs
1115436.77,1244498.34,920,OSs
1115536.77,1244498.34,873,OSs
1115636.77,1244498.34,861,OSs
1115736.77,1244498.34,826,OSs
1115836.77,1244498.34,796,OSs
1115936.77,1244498.34,754,OSs
1116036.77,1244498.34,722,OSs
1116136.77,1244498.34,690,OSs
1116236.77,1244498.34,696,OSs
1116336.77,1244498.34,723,OSs
1116436.77,1244498.34,718,OSs
1116536.77,1244498.34,717,OSs
1116636.77,1244498.34,726,OSs
1116736.77,1244498.34,729,OSs
1116836.77,1244498.34,704,OSs
1116936.77,1244498.34,683,OSs
1117036.77,1244498.34,632,OSs
1117136.77,1244498.34,592,OSs
1098236.77,1244398.34,351,J1-2j
1098336.77,1244398.34,426,K1ls_mi
1098436.77,1244398.34,417,K1ls_mi
1098536.77,1244398.34,386,K1ls_mi
1098636.77,1244398.34,480,K1ls_mi
1098736.77,1244398.34,516,K1ls_mm
1098836.77,1244398.34,559,K1ls_ms
1098936.77,1244398.34,536,K1ls_ms
1099036.77,1244398.34,571,K1ls_ms
1099136.77,1244398.34,634,K1ls_ms
1099236.77,1244398.34,674,K1r
1099336.77,1244398.34,703,K1r
1099436.77,1244398.34,719,K1r
1099536.77,1244398.34,771,K1r
1099636.77,1244398.34,824,K1r
1099736.77,1244398.34,869,K1r
1099836.77,1244398.34,911,K1r
1099936.77,1244398.34,923,K1r
1100036.77,1244398.34,922,K1r
1100136.77,1244398.34,935,K1r
1100236.77,1244398.34,952,K1r
1100336.77,1244398.34,971,K1r
1100436.77,1244398.34,955,K1r
1100536.77,1244398.34,931,K1r
1100636.77,1244398.34,907,K1r
1100736.77,1244398.34,895,K1r
1100836.77,1244398.34,928,K1r
1100936.77,1244398.34,966,K1r
1101036.77,1244398.34,1020,K1r
1101136.77,1244398.34,1074,K1r
1101236.77,1244398.34,1099,K1r
1101336.77,1244398.34,1113,K1r
1101436.77,1244398.34,1124,K1r
1101536.77,1244398.34,1122,K1r
1101636.77,1244398.34,1127,K1r
1101736.77,1244398.34,1131,K1r
1101836.77,1244398.34,1135,K1r
1101936.77,1244398.34,1132.02,K1r
1102036.77,1244398.34,1137,K1r
1102136.77,1244398.34,1139,K1r
1102236.77,1244398.34,1143,K1r
1102336.77,1244398.34,1152,K1r
1102436.77,1244398.34,1158,K1r
1102536.77,1244398.34,1180,K1r
1102636.77,1244398.34,1198,K1r
1102736.77,1244398.34,1216,K1r
1102836.77,1244398.34,1210,K1r
1102936.77,1244398.34,1186,K1r
1103036.77,1244398.34,1164,K1r
1103136.77,1244398.34,1152,K1r
1103236.77,1244398.34,1151,K1r
1103336.77,1244398.34,1150.13,K1r
1103436.77,1244398.34,1150.13,K1r
1103536.77,1244398.34,1153,K1r
1103636.77,1244398.34,1157,K1r
1103736.77,1244398.34,1155,K1r
1103836.77,1244398.34,1150,K1r
1103936.77,1244398.34,1148,K1r
1104036.77,1244398.34,1144,K1r
1104136.77,1244398.34,1147,K1r
1104236.77,1244398.34,1151,K1r
1104336.77,1244398.34,1155,K1ls_ms
1104436.77,1244398.34,1160,K1ls_ms
1104536.77,1244398.34,1171,K1ls_ms
1104636.77,1244398.34,1182,K1ls_ms
1104736.77,1244398.34,1194,K1ls_ms
1104836.77,1244398.34,1209,K1ls_ms
1104936.77,1244398.34,1215,K1ls_ms
1105036.77,1244398.34,1228,K1ls_ms
1105136.77,1244398.34,1252,K1ls_ms
1105236.77,1244398.34,1273,K1ls_ms
1105336.77,1244398.34,1307,K1ls_ms
1105436.77,1244398.34,1353,K1ls_ms
1105536.77,1244398.34,1382,K1ls_ms
1105636.77,1244398.34,1411,K1ls_ms
1105736.77,1244398.34,1452,K1ls_ms
1105836.77,1244398.34,1475,K1ls_ms
1105936.77,1244398.34,1498,K1ls_ms
1106036.77,1244398.34,1524,K1ls_ms
1106136.77,1244398.34,1528,K1ls_ms
1106236.77,1244398.34,1510,K1ls_ms
1106336.77,1244398.34,1518,K1ls_ms
1106436.77,1244398.34,1550,K1ls_ms
1106536.77,1244398.34,1572,K1ls_ms
1106636.77,1244398.34,1603,K1ls_ms
1106736.77,1244398.34,1610,K1ls_ms
1106836.77,1244398.34,1626,K1ls_ms
1106936.77,1244398.34,1646,K1ls_ms
1107036.77,1244398.34,1649,K1ls_ms
1107136.77,1244398.34,1662,K1ls_ms
1107236.77,1244398.34,1667,K1ls_ms
1107336.77,1244398.34,1679,K1ls_ms
1107436.77,1244398.34,1685,K1ls_ms
1107536.77,1244398.34,1689,K1ls_ms
1107636.77,1244398.34,1693,K1ls_ms
1107736.77,1244398.34,1694,K1ls_ms
1107836.77,1244398.34,1699,K1ls_ms
1107936.77,1244398.34,1696,K1ls_ms
1108036.77,1244398.34,1698,K1ls_ms
1108136.77,1244398.34,1703,K1ls_ms
1108236.77,1244398.34,1695,K1ls_ms
1108336.77,1244398.34,1691,K1ls_ms
1108436.77,1244398.34,1667,K1ls_ms
1108536.77,1244398.34,1650,K1ls_ms
1108636.77,1244398.34,1617,K1ls_ms
1108736.77,1244398.34,1620,K1ls_ms
1108836.77,1244398.34,1654,K1ls_ms
1108936.77,1244398.34,1653,K1ls_ms
1109036.77,1244398.34,1668,K1ls_ms
1109136.77,1244398.34,1657,K1ls_ms
1109236.77,1244398.34,1665,K1ls_ms
1109336.77,1244398.34,1668,K1ls_ms
1109436.77,1244398.34,1678,K1ls_ms
1109536.77,1244398.34,1689,K1ls_ms
1109636.77,1244398.34,1691,K1ls_ms
1109736.77,1244398.34,1686,K1ls_ms
1109836.77,1244398.34,1690,K1ls_ms
1109936.77,1244398.34,1689,K1ls_ms
1110036.77,1244398.34,1688,K1ls_ms
1110136.77,1244398.34,1693,K1ls_ms
1110236.77,1244398.34,1701,K1ls_ms
1110336.77,1244398.34,1697,K1ls_ms
1110436.77,1244398.34,1688,K1ls_ms
1110536.77,1244398.34,1662,K1ls_ms
1110636.77,1244398.34,1638.01,K1ls_ms
1110736.77,1244398.34,1636,K1ls_ms
1110836.77,1244398.34,1630.06,K1ls_ms
1110936.77,1244398.34,1630.04,K1ls_ms
1111036.77,1244398.34,1630.04,K1ls_ms
1111136.77,1244398.34,1633,K1ls_ms
1111236.77,1244398.34,1636,K1ls_ms
1111336.77,1244398.34,1640,K1ls_ms
1111436.77,1244398.34,1643,K1ls_ms
1111536.77,1244398.34,1648,K1ls_ms
1111636.77,1244398.34,1661,K1ls_ms
1111736.77,1244398.34,1657,K1ls_ms
1111836.77,1244398.34,1660,K1ls_ms
1111936.77,1244398.34,1664,K1ls_ms
1112036.77,1244398.34,1663,K1ls_ms
1112136.77,1244398.34,1659,K1ls_ms
1112236.77,1244398.34,1674,K1ls_ms
1112336.77,1244398.34,1686,K1ls_ms
1112436.77,1244398.34,1684,K1ls_ms
1112536.77,1244398.34,1690,K1ls_ms
1112636.77,1244398.34,1700,K1ls_ms
1112736.77,1244398.34,1704,K1ls_ms
1112836.77,1244398.34,1707,K1ls_ms
1112936.77,1244398.34,1711,K1ls_ms
1113036.77,1244398.34,1713,K1ls_ms
1113136.77,1244398.34,1716,K1ls_ms
1113236.77,1244398.34,1723,K1ls_ms
1113336.77,1244398.34,1735,K1ls_ms
1113436.77,1244398.34,1750,K1ls_ms
1113536.77,1244398.34,1764,K1ls_ms
1113636.77,1244398.34,1767,K1ls_ms
1113736.77,1244398.34,1742,K1ls_ms
1113836.77,1244398.34,1675,K1ls_mm
1113936.77,1244398.34,1510,J1-2j
1114036.77,1244398.34,1433,J1-2j
1114136.77,1244398.34,1400,OSs
1114236.77,1244398.34,1370,OSs
1114336.77,1244398.34,1359,OSs
1114436.77,1244398.34,1330,OSs
1114536.77,1244398.34,1293,OSs
1114636.77,1244398.34,1257,OSs
1114736.77,1244398.34,1218,OSs
1114836.77,1244398.34,1188,OSs
1114936.77,1244398.34,1138,OSs
1115036.77,1244398.34,1105,OSs
1115136.77,1244398.34,1076,OSs
1115236.77,1244398.34,1027,OSs
1115336.77,1244398.34,970,OSs
1115436.77,1244398.34,914,OSs
1115536.77,1244398.34,896,OSs
1115636.77,1244398.34,873,OSs
1115736.77,1244398.34,841,OSs
1115836.77,1244398.34,802,OSs
1115936.77,1244398.34,758,OSs
1116036.77,1244398.34,720,OSs
1116136.77,1244398.34,679,OSs
1116236.77,1244398.34,660,OSs
1116336.77,1244398.34,653,OSs
1116436.77,1244398.34,670,OSs
1116536.77,1244398.34,696,OSs
1116636.77,1244398.34,670,OSs
1116736.77,1244398.34,684,OSs
1116836.77,1244398.34,666,OSs
1116936.77,1244398.34,643,OSs
1117036.77,1244398.34,610,OSs
1117136.77,1244398.34,561,OSs
1098136.77,1244298.34,347,J1-2j
1098236.77,1244298.34,437,K1ls_mi
1098336.77,1244298.34,516,K1ls_ms
1098436.77,1244298.34,531,K1ls_ms
1098536.77,1244298.34,518,K1ls_mi
1098636.77,1244298.34,478,K1ls_mi
1098736.77,1244298.34,479,K1ls_mi
1098836.77,1244298.34,534,K1ls_mm
1098936.77,1244298.34,585,K1ls_ms
1099036.77,1244298.34,653,K1ls_ms
1099136.77,1244298.34,704,K1r
1099236.77,1244298.34,749,K1r
1099336.77,1244298.34,775,K1r
1099436.77,1244298.34,742,K1r
1099536.77,1244298.34,763,K1r
1099636.77,1244298.34,812,K1r
1099736.77,1244298.34,859,K1r
1099836.77,1244298.34,879,K1r
1099936.77,1244298.34,903,K1r
1100036.77,1244298.34,944,K1r
1100136.77,1244298.34,980,K1r
1100236.77,1244298.34,1001,K1r
1100336.77,1244298.34,1005,K1r
1100436.77,1244298.34,1031,K1r
1100536.77,1244298.34,1030,K1r
1100636.77,1244298.34,1029,K1r
1100736.77,1244298.34,1062,K1r
1100836.77,1244298.34,1017,K1r
1100936.77,1244298.34,960,K1r
1101036.77,1244298.34,973,K1r
1101136.77,1244298.34,988,K1r
1101236.77,1244298.34,1069,K1r
1101336.77,1244298.34,1093,K1r
1101436.77,1244298.34,1101,K1r
1101536.77,1244298.34,1114,K1r
1101636.77,1244298.34,1125,K1r
1101736.77,1244298.34,1128,K1r
1101836.77,1244298.34,1132,K1r
1101936.77,1244298.34,1142,K1r
1102036.77,1244298.34,1149,K1r
1102136.77,1244298.34,1145,K1r
1102236.77,1244298.34,1145,K1r
1102336.77,1244298.34,1157,K1r
1102436.77,1244298.34,1176,K1r
1102536.77,1244298.34,1197,K1r
1102636.77,1244298.34,1207,K1r
1102736.77,1244298.34,1208,K1r
1102836.77,1244298.34,1191,K1r
1102936.77,1244298.34,1168,K1r
1103036.77,1244298.34,1153,K1r
1103136.77,1244298.34,1150.11,K1r
1103236.77,1244298.34,1150.11,K1r
1103336.77,1244298.34,1150.11,K1r
1103436.77,1244298.34,1150.12,K1r
1103536.77,1244298.34,1157,K1r
1103636.77,1244298.34,1168,K1r
1103736.77,1244298.34,1162,K1r
1103836.77,1244298.34,1160,K1r
1103936.77,1244298.34,1155,K1r
1104036.77,1244298.34,1153,K1r
1104136.77,1244298.34,1154,K1r
1104236.77,1244298.34,1150,K1r
1104336.77,1244298.34,1153,K1ls_ms
1104436.77,1244298.34,1164,K1ls_ms
1104536.77,1244298.34,1170,K1ls_ms
1104636.77,1244298.34,1180,K1ls_ms
1104736.77,1244298.34,1188,K1ls_ms
1104836.77,1244298.34,1198,K1ls_ms
1104936.77,1244298.34,1215,K1ls_ms
1105036.77,1244298.34,1227,K1ls_ms
1105136.77,1244298.34,1248,K1ls_ms
1105236.77,1244298.34,1278,K1ls_ms
1105336.77,1244298.34,1315,K1ls_ms
1105436.77,1244298.34,1348,K1ls_ms
1105536.77,1244298.34,1373,K1ls_ms
1105636.77,1244298.34,1402,K1ls_ms
1105736.77,1244298.34,1445,K1ls_ms
1105836.77,1244298.34,1454,K1ls_ms
1105936.77,1244298.34,1458,K1ls_ms
1106036.77,1244298.34,1482,K1ls_ms
1106136.77,1244298.34,1497,K1ls_ms
1106236.77,1244298.34,1496,K1ls_ms
1106336.77,1244298.34,1534,K1ls_ms
1106436.77,1244298.34,1564,K1ls_ms
1106536.77,1244298.34,1593,K1ls_ms
1106636.77,1244298.34,1609,K1ls_ms
1106736.77,1244298.34,1623,K1ls_ms
1106836.77,1244298.34,1636,K1ls_ms
1106936.77,1244298.34,1640,K1ls_ms
1107036.77,1244298.34,1647,K1ls_ms
1107136.77,1244298.34,1660,K1ls_ms
1107236.77,1244298.34,1665,K1ls_ms
1107336.77,1244298.34,1676,K1ls_ms
1107436.77,1244298.34,1681,K1ls_ms
1107536.77,1244298.34,1682,K1ls_ms
1107636.77,1244298.34,1683,K1ls_ms
1107736.77,1244298.34,1688,K1ls_ms
1107836.77,1244298.34,1699,K1ls_ms
1107936.77,1244298.34,1697,K1ls_ms
1108036.77,1244298.34,1690,K1ls_ms
1108136.77,1244298.34,1693,K1ls_ms
1108236.77,1244298.34,1693,K1ls_ms
1108336.77,1244298.34,1674,K1ls_ms
1108436.77,1244298.34,1664,K1ls_ms
1108536.77,1244298.34,1644,K1ls_ms
1108636.77,1244298.34,1627,K1ls_ms
1108736.77,1244298.34,1615.05,K1ls_ms
1108836.77,1244298.34,1627,K1ls_ms
1108936.77,1244298.34,1642,K1ls_ms
1109036.77,1244298.34,1662,K1ls_ms
1109136.77,1244298.34,1650,K1ls_ms
1109236.77,1244298.34,1652,K1ls_ms
1109336.77,1244298.34,1655,K1ls_ms
1109436.77,1244298.34,1663,K1ls_ms
1109536.77,1244298.34,1674,K1ls_ms
1109636.77,1244298.34,1681,K1ls_ms
1109736.77,1244298.34,1683.01,K1ls_ms
1109836.77,1244298.34,1685,K1ls_ms
1109936.77,1244298.34,1684.04,K1ls_ms
1110036.77,1244298.34,1684.02,K1ls_ms
1110136.77,1244298.34,1688,K1ls_ms
1110236.77,1244298.34,1688,K1ls_ms
1110336.77,1244298.34,1692,K1ls_ms
1110436.77,1244298.34,1681,K1ls_ms
1110536.77,1244298.34,1661,K1ls_ms
1110636.77,1244298.34,1659,K1ls_ms
1110736.77,1244298.34,1654,K1ls_ms
1110836.77,1244298.34,1641,K1ls_ms
1110936.77,1244298.34,1634,K1ls_ms
1111036.77,1244298.34,1630.02,K1ls_ms
1111136.77,1244298.34,1641,K1ls_ms
1111236.77,1244298.34,1643,K1ls_ms
1111336.77,1244298.34,1637,K1ls_ms
1111436.77,1244298.34,1637,K1ls_ms
1111536.77,1244298.34,1644,K1ls_ms
1111636.77,1244298.34,1654,K1ls_ms
1111736.77,1244298.34,1650.01,K1ls_ms
1111836.77,1244298.34,1661,K1ls_ms
1111936.77,1244298.34,1658,K1ls_ms
1112036.77,1244298.34,1653,K1ls_ms
1112136.77,1244298.34,1659,K1ls_ms
1112236.77,1244298.34,1668,K1ls_ms
1112336.77,1244298.34,1670,K1ls_ms
1112436.77,1244298.34,1676,K1ls_ms
1112536.77,1244298.34,1680,K1ls_ms
1112636.77,1244298.34,1691,K1ls_ms
1112736.77,1244298.34,1695.01,K1ls_ms
1112836.77,1244298.34,1699,K1ls_ms
1112936.77,1244298.34,1703,K1ls_ms
1113036.77,1244298.34,1709,K1ls_ms
1113136.77,1244298.34,1717,K1ls_ms
1113236.77,1244298.34,1722,K1ls_ms
1113336.77,1244298.34,1729,K1ls_ms
1113436.77,1244298.34,1751,K1ls_ms
1113536.77,1244298.34,1769,K1ls_ms
1113636.77,1244298.34,1779,K1ls_ms
1113736.77,1244298.34,1750,K1ls_ms
1113836.77,1244298.34,1631,K1ls_mm
1113936.77,1244298.34,1500,J1-2j
1114036.77,1244298.34,1433,J1-2j
1114136.77,1244298.34,1390,OSs
1114236.77,1244298.34,1371,OSs
1114336.77,1244298.34,1345,OSs
1114436.77,1244298.34,1317,OSs
1114536.77,1244298.34,1284,OSs
1114636.77,1244298.34,1255,OSs
1114736.77,1244298.34,1218,OSs
1114836.77,1244298.34,1184,OSs
1114936.77,1244298.34,1144,OSs
1115036.77,1244298.34,1113,OSs
1115136.77,1244298.34,1073,OSs
1115236.77,1244298.34,1018,OSs
1115336.77,1244298.34,962,OSs
1115436.77,1244298.34,942,OSs
1115536.77,1244298.34,921,OSs
1115636.77,1244298.34,891,OSs
1115736.77,1244298.34,869,OSs
1115836.77,1244298.34,821,OSs
1115936.77,1244298.34,774,OSs
1116036.77,1244298.34,734,OSs
1116136.77,1244298.34,723,OSs
1116236.77,1244298.34,683,OSs
1116336.77,1244298.34,641,OSs
1116436.77,1244298.34,617,OSs
1116536.77,1244298.34,648,OSs
1116636.77,1244298.34,646,OSs
1116736.77,1244298.34,635,OSs
1116836.77,1244298.34,622,OSs
1116936.77,1244298.34,600,OSs
1117036.77,1244298.34,569,OSs
1117136.77,1244298.34,536,OSs
1098136.77,1244198.34,382,K1ls_mi
1098236.77,1244198.34,468,K1ls_ms
1098336.77,1244198.34,581,K1r
1098436.77,1244198.34,591,K1ls_ms
1098536.77,1244198.34,559,K1ls_ms
1098636.77,1244198.34,597,K1ls_ms
1098736.77,1244198.34,598,K1ls_ms
1098836.77,1244198.34,614,K1ls_ms
1098936.77,1244198.34,657,K1r
1099036.77,1244198.34,702,K1r
1099136.77,1244198.34,737,K1r
1099236.77,1244198.34,780,K1r
1099336.77,1244198.34,807,K1r
1099436.77,1244198.34,815,K1r
1099536.77,1244198.34,793,K1r
1099636.77,1244198.34,815,K1r
1099736.77,1244198.34,865,K1r
1099836.77,1244198.34,886,K1r
1099936.77,1244198.34,904,K1r
1100036.77,1244198.34,951,K1r
1100136.77,1244198.34,1004,K1r
1100236.77,1244198.34,1028,K1r
1100336.77,1244198.34,1040,K1r
1100436.77,1244198.34,1051,K1r
1100536.77,1244198.34,1063,K1r
1100636.77,1244198.34,1074,K1r
1100736.77,1244198.34,1079,K1r
1100836.77,1244198.34,1083,K1r
1100936.77,1244198.34,1082,K1r
1101036.77,1244198.34,1013,K1r
1101136.77,1244198.34,983,K1r
1101236.77,1244198.34,1012,K1r
1101336.77,1244198.34,1074,K1r
1101436.77,1244198.34,1106,K1r
1101536.77,1244198.34,1126,K1r
1101636.77,1244198.34,1126.01,K1r
1101736.77,1244198.34,1134,K1r
1101836.77,1244198.34,1137,K1r
1101936.77,1244198.34,1142,K1r
1102036.77,1244198.34,1149,K1r
1102136.77,1244198.34,1165,K1r
1102236.77,1244198.34,1166,K1r
1102336.77,1244198.34,1178,K1r
1102436.77,1244198.34,1189,K1r
1102536.77,1244198.34,1194,K1r
1102636.77,1244198.34,1186,K1r
1102736.77,1244198.34,1180,K1r
1102836.77,1244198.34,1169,K1r
1102936.77,1244198.34,1157,K1r
1103036.77,1244198.34,1150.1,K1r
1103136.77,1244198.34,1150.1,K1r
1103236.77,1244198.34,1150.09,K1r
1103336.77,1244198.34,1150.09,K1r
1103436.77,1244198.34,1150.1,K1r
1103536.77,1244198.34,1157,K1r
1103636.77,1244198.34,1166,K1r
1103736.77,1244198.34,1163,K1r
1103836.77,1244198.34,1170,K1r
1103936.77,1244198.34,1172,K1r
1104036.77,1244198.34,1169,K1r
1104136.77,1244198.34,1160,K1r
1104236.77,1244198.34,1156,K1r
1104336.77,1244198.34,1164,K1r
1104436.77,1244198.34,1163,K1ls_ms
1104536.77,1244198.34,1171,K1ls_ms
1104636.77,1244198.34,1177,K1ls_ms
1104736.77,1244198.34,1186,K1ls_ms
1104836.77,1244198.34,1203,K1ls_ms
1104936.77,1244198.34,1215,K1ls_ms
1105036.77,1244198.34,1235,K1ls_ms
1105136.77,1244198.34,1267,K1ls_ms
1105236.77,1244198.34,1293,K1ls_ms
1105336.77,1244198.34,1322,K1ls_ms
1105436.77,1244198.34,1344,K1ls_ms
1105536.77,1244198.34,1376,K1ls_ms
1105636.77,1244198.34,1397,K1ls_ms
1105736.77,1244198.34,1403,K1ls_ms
1105836.77,1244198.34,1399,K1ls_ms
1105936.77,1244198.34,1421,K1ls_ms
